Index,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Summation
2977,1,3,5,0,0,4,4,0,5,3,0,1,1,27
2978,2,5,3,0,0,3,3,2,0,4,1,0,1,24
2979,0,0,4,5,0,8,7,0,6,0,0,1,0,31
2980,2,3,3,3,0,5,2,2,5,4,1,1,1,32
2981,5,4,0,0,0,2,6,0,5,4,0,1,1,28
2982,0,2,5,2,0,6,3,2,6,4,1,2,1,34
2983,6,0,3,0,0,3,6,2,6,2,1,1,1,31
2984,2,3,2,2,0,4,6,0,0,0,0,0,0,19
2985,2,3,4,0,0,4,6,0,0,3,0,0,1,23
2986,0,4,4,2,0,5,3,2,6,3,1,1,1,32
2987,0,1,4,2,2,7,8,2,6,4,1,1,1,39
2988,3,5,2,0,0,3,4,0,6,5,0,1,1,30
2989,5,3,1,1,0,3,3,0,0,2,0,0,1,19
2990,1,2,4,3,1,6,6,2,6,4,1,1,1,38
2991,1,7,2,0,0,3,1,0,6,3,0,1,1,25
2992,2,2,4,1,1,5,3,0,0,3,0,0,1,22
2993,0,5,4,0,0,4,3,0,6,0,0,1,0,23
2994,1,2,6,1,0,5,8,0,0,0,0,0,0,23
2995,4,4,1,0,0,2,3,2,0,2,1,0,1,20
2996,4,3,3,0,0,3,4,0,0,0,0,0,0,17
2997,1,2,4,3,1,6,3,0,6,0,0,1,0,27
2998,4,4,2,0,0,3,3,2,0,4,1,0,1,24
2999,0,4,5,0,0,4,3,0,6,0,0,1,0,23
3000,3,6,0,0,0,3,3,0,6,0,0,1,0,22
3001,5,4,1,0,0,3,1,0,6,0,0,1,0,21
3002,6,3,0,0,0,3,1,0,0,1,0,0,1,15
3003,4,2,4,0,0,3,4,0,6,0,0,1,0,24
3004,1,6,3,0,0,4,3,0,0,0,0,0,0,17
3005,7,1,1,1,0,3,4,0,0,5,0,0,2,24
3006,6,3,0,0,0,2,4,2,0,4,1,0,1,23
3007,5,0,4,0,0,4,3,2,6,4,1,1,1,31
3008,0,0,9,0,0,5,4,2,6,4,1,1,1,33
3009,3,4,4,0,0,4,6,0,0,4,0,0,1,26
3010,6,3,0,0,0,3,1,0,6,0,0,1,0,20
3011,2,5,2,0,0,3,5,0,6,2,0,1,1,27
3012,3,4,3,0,0,3,2,1,5,2,1,1,1,26
3013,3,3,3,1,0,4,6,0,6,0,0,1,0,27
3014,2,3,5,0,0,5,8,0,0,3,0,0,1,27
3015,5,3,1,2,0,4,1,0,0,3,0,0,1,20
3016,3,5,2,1,0,3,3,0,0,0,0,0,0,17
3017,3,3,3,0,1,4,3,0,0,3,0,0,1,21
3018,3,4,3,0,0,3,7,0,0,3,0,0,1,24
3019,1,6,3,0,0,4,7,1,6,4,1,1,1,35
3020,4,2,3,0,0,3,2,2,0,2,1,0,1,20
3021,1,4,5,1,1,4,7,0,6,0,0,1,0,30
3022,3,5,2,0,0,3,3,2,6,2,1,1,1,29
3023,5,3,2,0,0,3,3,0,0,0,0,0,0,16
3024,2,2,3,3,0,5,3,2,6,4,1,1,1,33
3025,7,1,2,0,0,2,3,1,6,2,1,1,1,27
3026,5,3,2,0,0,3,1,0,0,0,0,0,0,14
3027,3,6,0,0,0,3,3,2,0,4,1,0,1,23
3028,1,4,5,0,0,4,5,0,0,6,0,0,1,26
3029,3,4,3,0,0,4,6,2,6,4,1,1,1,35
3030,2,7,0,0,0,3,1,0,0,3,0,0,1,17
3031,1,4,4,1,0,4,4,2,0,0,1,0,0,21
3032,1,3,6,1,0,5,6,2,6,4,1,1,1,37
3033,1,1,5,4,0,6,8,0,0,3,0,0,1,29
3034,0,0,9,0,0,5,1,1,0,1,1,0,1,19
3035,3,4,4,0,0,4,4,0,6,0,0,1,0,26
3036,5,2,2,0,0,3,1,0,0,2,0,0,1,16
3037,3,3,3,0,1,4,5,2,6,4,1,1,1,34
3038,2,4,3,1,0,4,4,1,0,0,1,0,0,20
3039,5,5,0,0,0,3,6,2,6,3,1,1,1,33
3040,2,4,2,1,0,4,1,0,6,0,0,1,0,21
3041,3,4,3,1,0,3,3,0,0,0,0,0,0,17
3042,2,2,6,0,0,4,6,2,6,4,1,1,1,35
3043,7,2,0,0,0,2,5,0,0,0,0,0,0,16
3044,0,5,4,0,0,5,4,0,6,0,0,2,0,26
3045,3,2,0,4,0,6,6,0,0,2,0,0,1,24
3046,5,2,2,1,0,3,6,0,6,0,0,1,0,26
3047,4,4,1,1,0,3,3,0,6,0,0,1,0,23
3048,0,6,3,0,0,4,3,0,6,0,0,1,0,23
3049,1,5,3,1,0,4,8,2,6,4,1,1,1,37
3050,6,3,0,0,0,2,3,0,6,0,0,1,0,21
3051,4,5,0,0,0,3,4,2,0,3,1,0,1,23
3052,0,0,1,8,1,8,6,2,0,0,1,0,0,27
3053,1,6,3,0,0,4,4,2,0,3,1,0,1,25
3054,0,7,0,2,0,4,4,0,0,3,0,0,1,21
3055,1,2,7,0,0,5,7,1,5,4,1,1,1,35
3056,0,7,2,0,0,4,6,0,6,0,0,1,0,26
3057,2,3,3,1,0,4,6,0,6,0,0,1,0,26
3058,3,2,3,2,1,4,3,0,0,0,0,0,0,18
3059,0,6,3,0,0,4,4,2,6,4,1,1,1,32
3060,2,2,6,0,0,4,6,0,0,0,0,0,0,20
3061,1,6,3,1,0,4,5,2,6,3,1,1,1,34
3062,5,4,0,0,0,3,3,0,0,0,0,0,0,15
3063,3,4,2,0,0,3,2,0,0,0,0,0,0,14
3064,3,6,0,0,0,2,1,0,6,0,0,1,0,19
3065,2,3,4,1,0,4,6,0,0,0,0,0,0,20
3066,2,7,2,0,0,3,1,2,0,0,1,0,0,18
3067,4,1,0,4,0,5,5,0,6,0,0,1,0,26
3068,0,0,9,0,0,6,4,0,6,0,0,1,0,26
3069,4,4,2,0,0,3,1,0,0,0,0,0,0,14
3070,1,6,3,0,0,4,2,2,6,3,1,1,1,30
3071,0,4,5,0,0,4,3,2,6,4,1,1,1,31
3072,3,4,2,1,1,4,1,0,6,4,0,1,1,28
3073,7,2,0,0,0,2,5,1,6,4,1,1,1,30
3074,7,2,0,0,0,2,4,2,0,3,1,0,1,22
3075,3,5,2,1,0,3,3,2,0,3,1,0,1,24
3076,3,3,3,1,0,4,4,0,6,0,0,1,0,25
3077,0,5,4,0,0,4,6,2,0,4,1,0,1,27
3078,2,4,4,1,0,5,6,0,0,3,0,0,1,26
3079,6,0,3,0,0,3,6,0,6,0,0,2,0,26
3080,2,4,3,1,0,4,6,2,6,4,1,1,1,35
3081,6,0,3,0,0,3,5,0,5,3,0,1,1,27
3082,3,4,2,1,0,3,1,2,6,3,1,1,1,28
3083,5,0,4,0,0,3,3,1,0,3,1,0,1,21
3084,0,1,4,5,0,6,8,2,6,0,1,1,0,34
3085,2,6,2,1,0,3,3,2,0,3,1,0,1,24
3086,5,3,2,0,0,3,5,2,0,4,1,0,2,27
3087,0,5,4,0,0,4,1,0,0,0,0,0,0,14
3088,9,0,0,0,0,2,3,0,5,4,0,1,1,25
3089,1,2,6,1,0,5,3,0,0,0,0,0,0,18
3090,2,3,3,3,0,5,2,2,0,0,1,0,0,21
3091,0,8,0,1,0,3,4,0,0,3,0,0,1,20
3092,6,3,0,0,0,2,4,0,0,0,0,0,0,15
3093,2,4,3,2,0,4,1,2,6,2,1,1,1,29
3094,4,2,4,0,0,3,3,2,6,4,1,1,1,31
3095,0,6,3,0,0,4,8,2,6,4,1,2,1,37
3096,2,6,2,0,0,3,8,2,0,4,1,0,1,29
3097,0,0,9,0,0,5,3,0,0,0,0,0,0,17
3098,1,7,2,1,0,4,3,0,6,0,0,1,0,25
3099,0,0,4,5,0,8,7,2,0,4,1,0,1,32
3100,0,1,4,5,1,7,8,0,0,0,0,0,0,26
3101,2,2,6,0,0,4,6,0,6,0,0,1,0,27
3102,3,5,2,0,0,3,1,0,6,0,0,1,0,21
3103,1,6,3,0,0,4,4,2,6,6,1,1,2,36
3104,2,7,0,0,0,3,8,0,6,4,0,2,1,33
3105,2,4,3,0,1,4,6,2,0,3,1,0,1,27
3106,2,5,2,1,0,3,3,0,6,0,0,1,0,23
3107,3,3,3,2,1,4,6,0,0,0,0,0,0,22
3108,0,4,5,0,0,4,3,2,6,4,1,1,1,31
3109,0,1,8,0,0,5,3,0,0,0,0,0,0,17
3110,7,2,0,0,0,2,5,2,0,4,1,0,1,24
3111,0,0,6,3,0,6,7,2,6,4,1,1,1,37
3112,2,5,3,0,0,3,2,0,6,0,0,1,0,22
3113,2,5,3,0,0,4,3,2,6,4,1,1,1,32
3114,5,4,0,0,0,2,4,0,0,0,0,0,0,15
3115,0,2,7,0,0,5,8,2,5,4,1,1,1,36
3116,2,5,2,1,0,3,2,0,6,0,0,1,0,22
3117,7,1,0,0,1,3,1,0,6,3,0,1,1,24
3118,4,5,0,0,0,3,4,1,6,2,1,1,1,28
3119,2,3,5,0,0,4,7,1,0,4,1,0,1,28
3120,5,5,0,0,0,3,6,0,6,0,0,2,0,27
3121,0,0,4,5,0,7,5,0,6,0,0,1,0,28
3122,0,4,5,0,0,4,6,2,6,4,1,1,1,34
3123,0,6,3,0,0,4,3,0,0,0,0,0,0,16
3124,3,4,3,1,0,3,1,2,5,2,1,1,1,27
3125,4,3,1,2,0,3,1,2,0,4,1,0,1,22
3126,0,4,0,5,0,6,3,0,5,0,0,1,0,24
3127,0,6,3,0,0,4,2,0,0,0,0,0,0,15
3128,4,4,2,0,0,3,1,0,0,0,0,0,0,14
3129,4,5,0,0,0,3,6,0,0,0,0,0,0,18
3130,7,1,0,0,1,3,3,2,6,3,1,1,1,29
3131,4,4,2,1,1,3,3,0,0,0,0,0,0,18
3132,0,2,5,2,0,6,3,2,6,3,1,1,1,32
3133,2,4,4,0,0,4,3,0,0,4,0,0,1,22
3134,3,4,2,0,0,3,3,0,5,0,0,1,0,21
3135,0,1,6,3,1,6,7,2,0,3,1,0,1,31
3136,2,2,5,1,0,4,5,0,0,3,0,0,1,23
3137,4,3,3,0,0,3,3,2,0,2,1,0,1,22
3138,3,4,4,0,0,4,6,0,0,0,0,0,0,21
3139,1,2,5,3,0,6,6,2,6,4,1,1,1,38
3140,5,1,3,0,0,3,2,0,6,0,0,1,0,21
3141,5,0,4,0,0,2,1,0,6,0,0,1,0,19
3142,5,2,2,0,0,3,4,0,0,0,0,0,0,16
3143,2,5,3,0,0,4,5,0,6,0,0,1,0,26
3144,3,5,1,0,0,3,1,0,0,2,0,0,1,16
3145,5,4,0,0,0,3,6,0,6,0,0,1,0,25
3146,2,2,3,3,0,5,3,0,6,0,0,1,0,25
3147,2,5,3,0,0,3,4,0,0,0,0,0,0,17
3148,6,0,3,0,0,3,6,0,0,3,0,0,1,22
3149,5,4,0,0,0,2,3,0,5,0,0,1,0,20
3150,0,9,0,0,0,4,5,0,0,3,0,0,1,22
3151,7,2,0,0,0,2,4,0,0,0,0,0,0,15
3152,4,1,1,4,0,6,6,0,5,5,0,1,1,34
3153,3,4,3,1,0,3,3,0,6,0,0,1,0,24
3154,0,6,3,1,0,4,5,0,0,0,0,0,0,19
3155,2,4,4,0,0,4,3,0,0,1,0,0,1,19
3156,0,7,2,0,0,4,6,0,0,0,0,0,0,19
3157,0,9,0,0,0,3,6,0,0,0,0,0,0,18
3158,2,5,3,0,0,4,6,2,0,2,1,0,1,26
3159,1,5,2,0,1,4,4,0,6,0,0,1,0,24
3160,3,5,2,1,0,3,3,0,0,0,0,0,0,17
3161,1,7,1,1,1,3,3,2,6,2,1,1,1,30
3162,5,0,0,4,0,5,3,2,0,3,1,0,1,24
3163,5,2,0,0,3,5,1,1,0,0,1,0,0,18
3164,0,2,3,3,2,7,8,0,0,0,0,0,0,25
3165,8,1,0,0,0,2,2,2,0,2,1,0,1,19
3166,2,3,4,1,0,4,4,2,0,4,1,0,1,26
3167,4,5,0,0,0,3,4,2,6,3,1,1,1,30
3168,2,4,3,2,0,5,4,0,0,0,0,0,0,20
3169,0,1,4,5,1,7,8,0,0,0,0,0,0,26
3170,5,3,1,0,0,3,2,0,0,0,0,0,0,14
3171,0,6,3,0,0,4,3,0,5,0,0,1,0,22
3172,4,2,3,0,1,5,3,2,5,3,1,1,1,31
3173,4,2,3,0,0,3,3,0,6,0,0,1,0,22
3174,3,2,3,2,1,4,3,0,0,0,0,0,0,18
3175,0,6,2,2,0,4,7,0,0,0,0,0,0,21
3176,5,2,2,1,1,3,4,0,0,5,0,0,1,24
3177,0,0,9,0,0,6,6,2,0,3,1,0,1,28
3178,3,5,2,1,0,3,1,0,0,2,0,0,1,18
3179,2,3,5,0,0,4,6,2,5,0,1,1,0,29
3180,4,3,2,1,1,3,2,2,6,3,1,1,1,30
3181,5,2,3,0,0,3,3,2,5,2,1,1,1,28
3182,2,6,2,0,0,3,4,0,6,0,0,1,0,24
3183,0,0,9,0,0,5,4,2,6,4,1,1,1,33
3184,7,1,1,0,0,2,2,2,0,3,1,0,1,20
3185,1,1,6,2,1,6,7,0,0,0,0,0,0,24
3186,2,3,3,2,1,5,6,0,6,0,0,1,0,29
3187,1,4,4,1,1,4,7,0,6,4,0,1,1,34
3188,0,5,4,0,0,4,7,2,6,4,1,1,1,35
3189,3,5,2,0,0,3,3,0,6,0,0,1,0,23
3190,2,3,4,2,1,5,6,2,6,4,1,1,1,38
3191,4,5,0,0,0,3,6,0,6,0,0,2,0,26
3192,4,4,1,0,0,3,2,0,0,0,0,0,0,14
3193,2,2,5,1,0,4,7,0,5,0,0,1,0,27
3194,4,2,2,2,0,4,6,2,0,0,1,0,0,23
3195,0,2,7,0,0,5,7,2,6,0,1,1,0,31
3196,3,3,3,0,1,4,3,2,0,4,1,0,1,25
3197,1,4,4,1,0,4,1,0,0,0,0,0,0,15
3198,0,5,4,0,0,5,4,0,0,0,0,0,0,18
3199,3,5,2,1,0,3,1,0,6,0,0,1,0,22
3200,5,4,0,0,0,2,3,0,0,0,0,0,0,14
3201,1,6,2,1,0,4,8,0,0,3,0,0,1,26
3202,4,2,3,1,0,3,6,2,5,1,1,1,1,30
3203,8,1,0,0,0,2,2,0,0,0,0,0,0,13
3204,2,2,5,1,0,4,7,0,6,6,0,2,2,37
3205,1,4,5,0,0,4,5,2,6,0,1,1,0,29
3206,0,9,0,0,0,3,8,0,0,0,0,0,0,20
3207,0,5,2,3,0,5,3,0,6,0,0,1,0,25
3208,5,4,0,0,0,3,5,0,6,6,0,1,1,31
3209,3,4,3,1,0,3,4,0,0,4,0,0,1,23
3210,2,4,3,1,1,4,3,2,6,5,1,1,1,34
3211,0,4,4,1,1,5,5,2,6,3,1,1,1,34
3212,2,5,1,2,0,4,4,2,0,2,1,0,1,24
3213,0,9,0,0,0,3,8,0,0,0,0,0,0,20
3214,2,4,3,1,1,4,5,0,6,5,0,1,1,33
3215,1,3,4,3,0,7,3,0,0,0,0,0,0,21
3216,0,0,9,0,0,5,8,2,6,6,1,1,1,39
3217,2,7,1,1,0,3,4,2,6,4,1,1,1,33
3218,4,4,2,0,1,3,3,2,6,4,1,1,1,32
3219,1,4,4,1,0,4,7,2,0,4,1,0,1,29
3220,4,5,0,0,0,3,4,0,0,0,0,0,0,16
3221,4,3,2,1,0,3,4,0,0,3,0,0,1,21
3222,2,5,2,0,0,3,1,0,0,1,0,0,1,15
3223,5,4,1,0,0,2,2,2,5,2,1,1,1,26
3224,0,5,4,0,0,4,6,0,0,1,0,0,1,21
3225,3,3,4,0,0,4,6,0,0,0,0,0,0,20
3226,0,4,5,1,0,4,4,2,6,0,1,1,0,28
3227,5,4,1,0,0,3,4,0,0,3,0,0,1,21
3228,0,4,5,0,0,4,3,0,0,0,0,0,0,16
3229,2,6,2,0,0,3,7,0,0,3,0,0,1,24
3230,5,3,2,0,0,3,3,2,0,3,1,0,1,23
3231,0,1,4,2,2,7,8,2,0,0,1,0,0,27
3232,3,4,2,0,0,3,3,0,0,0,0,0,0,15
3233,1,2,5,2,1,6,7,2,0,4,1,0,1,32
3234,2,1,6,1,0,5,8,2,0,4,1,0,1,31
3235,5,2,2,1,0,3,4,0,0,0,0,0,0,17
3236,4,3,2,2,0,4,6,0,6,3,0,1,1,32
3237,1,4,4,1,0,5,7,2,6,4,1,1,1,37
3238,3,3,3,0,0,3,3,0,6,6,0,1,1,29
3239,3,2,3,2,0,4,5,0,0,3,0,0,1,23
3240,1,4,2,2,1,5,5,0,6,0,0,1,0,27
3241,6,0,3,0,0,3,6,2,6,2,1,1,1,31
3242,4,5,0,0,0,3,4,2,6,3,1,2,1,31
3243,6,2,2,1,0,2,5,2,6,6,1,1,1,35
3244,0,8,1,0,0,3,7,2,6,4,1,1,1,34
3245,1,3,4,3,0,7,3,0,6,0,0,1,0,28
3246,1,4,2,3,1,5,5,1,0,4,1,0,1,28
3247,0,0,9,0,0,6,6,0,0,3,0,0,1,25
3248,5,4,0,0,0,2,1,0,0,2,0,0,1,15
3249,3,2,4,1,0,3,6,0,0,4,0,0,1,24
3250,2,4,4,0,0,4,3,0,0,4,0,0,1,22
3251,0,5,3,2,0,5,3,2,5,3,1,1,1,31
3252,6,2,2,1,0,2,5,0,6,0,0,1,0,25
3253,5,2,3,0,0,3,2,2,6,4,1,1,1,30
3254,2,6,2,0,0,3,5,0,0,0,0,0,0,18
3255,1,3,5,1,1,5,7,0,0,0,0,0,0,23
3256,3,4,3,0,0,4,6,0,0,0,0,0,0,20
3257,2,3,4,0,0,4,4,0,0,0,0,0,0,17
3258,2,4,4,1,0,4,4,2,6,3,1,1,1,33
3259,1,4,4,1,0,4,5,1,6,4,1,1,1,33
3260,3,4,2,1,0,4,4,0,0,0,0,0,0,18
3261,0,2,4,3,0,6,4,2,7,2,1,3,1,35
3262,3,2,4,0,0,3,1,2,6,4,1,1,1,28
3263,2,4,4,0,0,4,3,0,0,2,0,0,1,20
3264,5,5,0,0,0,3,6,0,0,4,0,0,1,24
3265,3,4,4,0,0,4,4,0,6,0,0,1,0,26
3266,3,2,4,0,0,3,1,0,0,5,0,0,1,19
3267,4,3,3,0,0,3,3,0,5,0,0,1,0,22
3268,2,6,2,1,0,3,3,2,0,2,1,0,1,23
3269,1,1,8,1,0,5,6,0,6,0,0,1,0,29
3270,0,9,0,0,0,3,4,0,0,0,0,0,0,16
3271,2,5,2,0,0,3,5,0,6,0,0,1,0,24
3272,0,4,5,0,0,4,3,2,0,4,1,0,1,24
3273,4,3,2,1,0,3,5,0,0,0,0,0,0,18
3274,2,3,2,3,0,5,5,0,6,0,0,1,0,27
3275,1,4,4,1,0,4,7,0,0,3,0,0,1,25
3276,6,3,0,0,0,2,1,0,6,0,0,1,0,19
3277,3,6,0,0,0,3,4,0,6,0,0,1,0,23
3278,3,6,0,0,0,3,3,2,0,0,1,0,0,18
3279,2,3,3,2,1,5,3,0,0,3,0,0,1,23
3280,6,2,1,0,1,3,4,1,6,1,1,1,1,28
3281,0,7,0,2,0,4,4,0,0,3,0,0,1,21
3282,3,3,3,1,0,4,3,0,0,0,0,0,0,17
3283,2,3,4,0,0,4,6,2,6,5,1,1,1,35
3284,2,2,2,4,1,6,2,0,0,3,0,0,1,23
3285,3,4,3,0,0,4,6,0,0,0,0,0,0,20
3286,4,3,2,1,0,3,3,2,0,2,1,0,1,22
3287,2,5,1,2,0,4,3,2,0,0,1,0,0,20
3288,6,2,0,2,0,3,5,0,0,0,0,0,0,18
3289,4,5,0,0,0,3,4,0,5,0,0,1,0,22
3290,3,4,2,2,0,3,2,0,5,0,0,1,0,22
3291,3,3,2,1,0,3,1,2,0,4,1,0,2,22
3292,2,4,3,1,0,4,3,2,0,3,1,0,2,25
3293,2,5,3,0,0,3,2,2,6,4,1,1,1,30
3294,2,2,4,1,0,4,8,2,6,0,1,1,0,31
3295,7,2,0,0,0,2,1,0,6,0,0,1,0,19
3296,6,3,1,1,1,2,4,0,0,0,0,0,0,18
3297,0,8,1,1,0,3,3,2,0,4,1,0,1,24
3298,0,4,5,0,0,5,6,2,5,4,1,1,1,34
3299,0,5,4,0,0,4,3,0,6,0,0,1,0,23
3300,0,7,2,0,0,4,5,0,5,0,0,1,0,24
3301,2,5,3,0,0,3,3,0,0,0,0,0,0,16
3302,3,4,2,1,0,3,1,1,0,2,1,0,1,19
3303,6,3,1,0,0,2,4,0,0,0,0,0,0,16
3304,1,5,4,1,0,4,6,2,6,4,1,1,1,36
3305,6,2,1,0,0,2,4,0,5,0,0,1,0,21
3306,1,5,3,0,0,3,4,0,0,0,0,0,0,16
3307,7,2,0,0,0,1,5,2,0,0,1,0,0,18
3308,7,1,1,0,0,2,1,2,6,3,1,1,1,26
3309,0,2,3,2,3,8,6,2,0,0,1,0,0,27
3310,2,4,4,1,0,5,7,0,5,3,0,1,1,33
3311,2,5,2,2,0,4,3,0,0,0,0,0,0,18
3312,3,3,3,0,1,4,3,0,6,0,0,1,0,24
3313,1,1,6,2,1,6,7,2,6,0,1,1,0,34
3314,2,3,2,4,0,5,4,2,0,0,1,0,0,23
3315,8,1,1,0,0,2,5,0,0,3,0,0,1,21
3316,4,4,2,1,1,3,3,2,6,4,1,1,1,33
3317,6,3,0,0,0,2,2,0,0,0,0,0,0,13
3318,4,3,3,0,0,3,5,0,6,0,0,1,0,25
3319,2,6,1,0,0,3,5,2,6,3,1,1,1,31
3320,3,5,2,0,0,3,3,2,6,3,1,1,1,30
3321,3,4,2,1,0,3,3,2,0,7,1,0,4,30
3322,4,2,3,0,0,3,4,0,0,6,0,0,1,23
3323,0,0,3,6,1,8,8,2,0,4,1,0,1,34
3324,7,2,0,0,0,2,2,0,5,0,0,1,0,19
3325,2,4,3,1,1,4,1,2,6,4,1,1,1,31
3326,2,4,3,0,1,4,6,0,6,0,0,1,0,27
3327,3,2,4,0,1,4,4,0,0,0,0,0,0,18
3328,1,1,5,3,0,6,7,2,6,3,1,1,1,37
3329,4,3,2,0,0,3,2,0,0,0,0,0,0,14
3330,1,5,2,0,2,6,3,0,0,0,0,0,0,19
3331,3,4,3,1,0,3,5,2,0,4,1,0,1,27
3332,0,0,9,0,0,6,4,1,0,3,1,0,1,25
3333,2,5,2,1,1,4,4,0,0,0,0,0,0,19
3334,3,5,1,1,0,3,2,2,6,3,1,1,1,29
3335,0,0,8,1,0,5,8,0,0,0,0,0,0,22
3336,5,4,0,0,0,2,3,0,6,0,0,1,0,21
3337,0,1,5,4,0,7,7,0,0,0,0,0,0,24
3338,4,2,2,2,0,4,6,0,0,0,0,0,0,20
3339,9,0,0,0,0,1,1,0,6,0,0,1,0,18
3340,3,3,2,2,0,4,2,0,6,0,0,1,0,23
3341,3,3,3,1,0,3,6,0,0,0,0,0,0,19
3342,3,5,2,1,1,3,2,0,0,0,0,0,0,17
3343,3,5,1,0,1,4,6,0,0,0,0,0,0,20
3344,5,4,0,0,0,2,1,2,6,3,1,1,1,26
3345,5,4,0,0,0,2,2,1,0,0,1,0,0,15
3346,2,6,2,1,0,3,3,0,0,2,0,0,1,20
3347,0,7,2,0,0,4,4,0,0,3,0,0,1,21
3348,0,2,5,2,1,6,7,0,0,0,0,0,0,23
3349,5,2,2,2,1,4,6,2,0,3,1,0,1,29
3350,2,5,1,2,0,4,4,0,0,3,0,0,1,22
3351,0,3,3,4,0,7,3,0,5,0,0,1,0,26
3352,0,5,4,0,0,4,3,0,0,0,0,0,0,16
3353,5,2,3,0,0,3,1,0,0,0,0,0,0,14
3354,6,3,0,0,0,2,4,0,6,0,0,1,0,22
3355,5,2,3,0,0,3,3,2,6,4,1,1,2,32
3356,0,2,4,3,0,6,4,0,0,0,0,0,0,19
3357,3,3,2,1,0,3,1,0,0,0,0,0,0,13
3358,0,5,4,0,0,4,3,2,6,4,1,2,1,32
3359,3,3,3,0,0,3,3,0,5,4,0,1,1,26
3360,1,4,4,0,0,4,1,2,5,3,1,1,1,27
3361,3,5,2,0,0,3,3,2,6,4,1,1,1,31
3362,3,5,2,1,0,3,3,2,0,4,1,0,1,25
3363,1,3,6,0,0,4,7,2,0,2,1,0,1,27
3364,2,4,4,0,0,4,3,0,6,3,0,1,1,28
3365,5,0,4,0,0,4,3,0,0,1,0,0,1,18
3366,8,1,1,0,0,2,5,2,6,4,1,1,1,32
3367,6,0,0,3,0,4,7,2,0,3,1,0,1,27
3368,1,4,3,3,0,6,2,2,0,3,1,0,1,26
3369,2,3,3,2,1,5,3,2,6,4,1,1,1,34
3370,0,5,4,0,0,4,7,2,0,0,1,0,0,23
3371,1,2,6,1,1,5,7,2,6,4,1,1,1,38
3372,3,3,4,1,0,4,6,0,7,0,0,1,0,29
3373,3,3,3,1,0,4,6,0,0,0,0,0,0,20
3374,4,5,0,0,0,3,4,2,6,3,1,1,1,30
3375,0,2,7,0,0,4,3,2,5,3,1,1,1,29
3376,5,3,1,0,0,2,2,0,0,0,0,0,0,13
3377,5,3,2,0,0,3,2,0,0,0,0,0,0,15
3378,1,1,5,4,0,6,8,0,6,0,0,1,0,32
3379,4,4,2,0,0,3,1,0,5,0,0,1,0,20
3380,1,5,4,0,0,4,4,0,0,0,0,0,0,18
3381,3,2,0,4,0,6,6,0,0,0,0,0,0,21
3382,0,6,3,0,0,4,3,2,6,4,1,1,1,31
3383,2,6,2,1,0,3,3,0,0,3,0,0,1,21
3384,3,3,3,0,0,3,3,2,5,4,1,1,1,29
3385,5,3,2,0,0,3,5,0,0,0,0,0,0,18
3386,4,3,2,0,0,3,3,0,6,0,0,1,0,22
3387,0,7,2,0,0,4,4,0,0,3,0,0,1,21
3388,3,5,2,0,0,3,5,2,6,2,1,1,1,31
3389,1,4,0,5,0,6,3,2,6,4,1,1,1,34
3390,0,2,4,3,0,6,8,2,6,4,1,1,1,38
3391,0,9,0,0,0,3,5,2,6,3,1,1,1,31
3392,2,2,4,1,1,5,3,0,0,0,0,0,0,18
3393,4,5,1,0,0,2,2,2,0,3,1,0,1,21
3394,4,3,3,0,0,3,4,2,6,4,1,1,1,32
3395,3,5,1,1,0,3,2,2,0,2,1,0,1,21
3396,5,3,1,0,0,3,1,2,6,2,1,1,1,26
3397,3,5,1,2,0,4,3,2,0,2,1,0,1,24
3398,4,3,2,0,1,4,3,0,0,0,0,0,0,17
3399,2,5,2,1,1,4,4,0,0,0,0,0,0,19
3400,3,6,0,0,0,3,3,0,0,0,0,0,0,15
3401,0,0,7,2,0,6,6,2,0,4,1,0,1,29
3402,1,4,4,1,0,4,1,0,0,0,0,0,0,15
3403,1,5,4,0,0,4,4,0,0,0,0,0,0,18
3404,2,3,5,0,0,4,4,0,6,0,0,1,0,25
3405,5,4,0,0,0,3,3,0,0,5,0,0,1,21
3406,0,5,3,2,0,5,4,2,5,4,1,1,1,33
3407,2,5,2,1,0,4,2,2,6,4,1,1,1,31
3408,5,4,1,0,0,3,1,0,5,0,0,1,0,20
3409,2,2,4,2,1,5,8,2,5,4,1,1,1,38
3410,2,4,2,2,0,4,3,2,0,4,1,0,1,25
3411,3,5,1,1,0,3,1,2,5,2,1,1,1,26
3412,0,0,9,0,0,5,8,0,6,2,0,1,1,32
3413,6,3,0,0,0,2,1,0,5,0,0,1,0,18
3414,1,4,4,0,0,4,1,0,0,3,0,0,1,18
3415,3,4,2,0,0,3,4,2,6,3,1,2,1,31
3416,2,4,3,1,1,4,5,0,0,0,0,0,0,20
3417,2,3,5,0,0,4,4,0,5,0,0,1,0,24
3418,4,4,1,0,0,3,1,0,6,0,0,1,0,20
3419,0,9,0,0,0,3,7,2,6,3,1,1,1,33
3420,3,5,2,0,0,3,1,0,6,0,0,1,0,21
3421,3,2,5,0,0,3,3,0,6,0,0,1,0,23
3422,3,4,2,2,0,4,3,0,0,3,0,0,2,23
3423,2,7,1,1,0,3,4,2,5,4,1,1,1,32
3424,6,0,3,0,0,3,5,0,0,6,0,0,1,24
3425,4,3,2,1,1,4,3,0,5,0,0,1,0,24
